a1_a,a1_b,a1_c,a2,a5_bdh,a5_byr,a5_bmfs1,a5_bmfs2,a5_mdh,a5_myr,a5_mmfs1,a5_mmfs2,a15,a17a_ths,a17b_ths,a17c_ths,a17d_ths,a17e_ths,a17f_ths,a17g_ths,b1_a,b1_b,b1_c,b2_a,b2_b,b2_c,b2_d,b2_e,b5_a,b5_b,b5_c,b5_d,b5_e,c1,c5,d1,d2,d4_recode1,d4_recode2,d4_recode3,d5_age,classid,tfa_teacher,mprid,schoolid,blockid,grade,treatment,bilingual,cscurr,dob,gender,race,hispanic,freelunch,absentdays,suspensions,suspdays,tstform,ge_r,ge_m,ss_r,ss_m,npr_r,npr_m,spanish,pretstform,prege_r,prege_m,press_r,press_m,prenpr_r,prenpr_m,prespanish
19,6,13,2,1,1975,2,,2,,,,1,3,2,2,2,3,1,,90,5,5,5,4,4,3,3,4,4,4,4,4,1,2,2,2,1,0,0,55,2,0,1001340,309,26,4,0,0,19,04/03/1993,F,Black,No,Yes,3,,,L,035,025,180,161,21,4,0,K,041,027,190,167,50,15,0
19,6,13,2,1,1975,2,,2,,,,1,3,2,2,2,3,1,,90,5,5,5,4,4,3,3,4,4,4,4,4,1,2,2,2,1,0,0,55,2,0,1001230,309,26,4,0,0,19,11/29/1992,F,Black,No,Yes,8,,,L,041,043,190,193,34,38,0,K,031,043,173,192,23,55,0
19,6,13,2,1,1975,2,,2,,,,1,3,2,2,2,3,1,,90,5,5,5,4,4,3,3,4,4,4,4,4,1,2,2,2,1,0,0,55,2,0,1001030,309,26,4,0,0,19,12/20/1992,M,Black,No,Yes,3,,,L,019,038,152,186,1,27,0,K,022,027,158,167,7,15,0
19,6,13,2,1,1975,2,,2,,,,1,3,2,2,2,3,1,,90,5,5,5,4,4,3,3,4,4,4,4,4,1,2,2,2,1,0,0,55,2,0,1001080,309,26,4,0,0,19,11/02/1992,F,Black,No,Yes,4,,,L,033,033,178,175,19,15,0,K,025,036,164,181,12,37,0
19,6,13,2,1,1975,2,,2,,,,1,3,2,2,2,3,1,,90,5,5,5,4,4,3,3,4,4,4,4,4,1,2,2,2,1,0,0,55,2,0,1000910,309,26,4,0,0,19,05/29/1993,F,Black,No,Yes,2,,,L,025,033,163,175,6,15,0,K,020,034,154,178,5,32,0
19,6,13,2,1,1975,2,,2,,,,1,3,2,2,2,3,1,,90,5,5,5,4,4,3,3,4,4,4,4,4,1,2,2,2,1,0,0,55,2,0,1001590,309,26,4,0,0,19,09/05/1992,M,Black,No,Yes,5,,,L,022,025,158,161,3,4,0,K,035,024,180,159,34,7,0
19,6,13,2,1,1975,2,,2,,,,1,3,2,2,2,3,1,,90,5,5,5,4,4,3,3,4,4,4,4,4,1,2,2,2,1,0,0,55,2,0,1001020,309,26,4,0,0,19,05/14/1993,M,Black,No,Yes,1,,,L,030,028,171,169,12,9,0,K,032,031,175,173,26,23,0
3,2,2,5,1,1995,24,18,1,2001,12,6,2,3,2,2,3,2,3,,94,5,1,3,2,4,3,2,3,2,4,2,1,1,2,2,2,1,0,0,44,3,1,1127960,309,27,5,1,0,27,11/23/1991,F,Black,No,Yes,12,,,L,045,040,195,188,26,17,0,K,042,038,191,186,30,25,0
3,2,2,5,1,1995,24,18,1,2001,12,6,2,3,2,2,3,2,3,,94,5,1,3,2,4,3,2,3,2,4,2,1,1,2,2,2,1,0,0,44,3,1,1001310,309,27,5,1,0,27,07/27/1990,F,Black,No,Yes,4,1,2,L,032,036,175,180,7,10,0,K,025,027,164,166,5,5,0
3,2,2,5,1,1995,24,18,1,2001,12,6,2,3,2,2,3,2,3,,94,5,1,3,2,4,3,2,3,2,4,2,1,1,2,2,2,1,0,0,44,3,1,1001070,309,27,5,1,0,27,03/21/1992,M,Black,No,Yes,7,,,L,030,038,171,186,5,15,0,K,032,038,175,186,13,25,0
3,2,2,5,1,1995,24,18,1,2001,12,6,2,3,2,2,3,2,3,,94,5,1,3,2,4,3,2,3,2,4,2,1,1,2,2,2,1,0,0,44,3,1,1001480,309,27,5,1,0,27,04/08/1992,F,Black,No,Yes,13,,,L,051,057,205,212,38,47,0,K,060,062,217,218,66,70,0
3,2,2,5,1,1995,24,18,1,2001,12,6,2,3,2,2,3,2,3,,94,5,1,3,2,4,3,2,3,2,4,2,1,1,2,2,2,1,0,0,44,3,1,1001440,309,27,5,1,0,27,06/13/1991,M,Black,Yes,Yes,10,,,L,033,074,178,233,9,72,0,K,037,054,183,208,21,57,0
3,2,2,5,1,1995,24,18,1,2001,12,6,2,3,2,2,3,2,3,,94,5,1,3,2,4,3,2,3,2,4,2,1,1,2,2,2,1,0,0,44,3,1,1001350,309,27,5,1,0,27,12/01/1991,F,Black,No,Yes,0,,,L,046,040,197,188,28,17,0,K,042,026,191,163,30,3,0
3,2,2,5,1,1995,24,18,1,2001,12,6,2,3,2,2,3,2,3,,94,5,1,3,2,4,3,2,3,2,4,2,1,1,2,2,2,1,0,0,44,3,1,1001240,309,27,5,1,0,27,10/20/1991,M,Black,No,Yes,3,,,L,043,074,193,233,23,72,0,K,040,046,188,197,26,40,0
3,2,2,5,1,1995,24,18,1,2001,12,6,2,3,2,2,3,2,3,,94,5,1,3,2,4,3,2,3,2,4,2,1,1,2,2,2,1,0,0,44,3,1,1001210,309,27,5,1,0,27,05/13/1992,F,Black,No,Yes,12,,,L,035,038,181,186,12,15,0,K,035,037,181,182,19,20,0
3,2,2,5,1,1995,24,18,1,2001,12,6,2,3,2,2,3,2,3,,94,5,1,3,2,4,3,2,3,2,4,2,1,1,2,2,2,1,0,0,44,3,1,1001500,309,27,5,1,0,27,08/04/1992,F,Black,No,No,3,,,L,050,046,203,196,36,26,0,K,055,054,210,208,57,57,0
3,2,2,5,1,1995,24,18,1,2001,12,6,2,3,2,2,3,2,3,,94,5,1,3,2,4,3,2,3,2,4,2,1,1,2,2,2,1,0,0,44,3,1,1001260,309,27,5,1,0,27,08/28/1992,F,Black,No,Yes,3,,,L,054,062,208,218,42,55,0,K,053,052,207,204,52,51,0
3,2,2,5,1,1995,24,18,1,2001,12,6,2,3,2,2,3,2,3,,94,5,1,3,2,4,3,2,3,2,4,2,1,1,2,2,2,1,0,0,44,3,1,1001530,309,27,5,1,0,27,07/28/1992,M,Black,No,Yes,1,,,L,039,043,186,193,16,22,0,K,039,043,186,192,24,33,0
3,2,2,5,1,1995,24,18,1,2001,12,6,2,3,2,2,3,2,3,,94,5,1,3,2,4,3,2,3,2,4,2,1,1,2,2,2,1,0,0,44,3,1,1000940,309,27,5,1,0,27,01/27/1991,M,Black,No,Yes,9,,,L,020,037,154,183,1,12,0,K,037,031,183,173,21,11,0
3,2,2,5,1,1995,24,18,1,2001,12,6,2,3,2,2,3,2,3,,94,5,1,3,2,4,3,2,3,2,4,2,1,1,2,2,2,1,0,0,44,3,1,1001630,309,27,5,1,0,27,11/27/1991,F,Black,No,Yes,8,,,L,042,040,191,188,21,17,0,K,023,028,160,169,3,8,0
3,2,2,5,1,1995,24,18,1,2001,12,6,2,3,2,2,3,2,3,,94,5,1,3,2,4,3,2,3,2,4,2,1,1,2,2,2,1,0,0,44,3,1,1001040,309,27,5,1,0,27,12/19/1991,F,Black,No,Yes,6,1,1,L,057,057,212,212,47,47,0,K,047,072,199,230,41,82,0
3,2,2,5,1,1995,24,18,1,2001,12,6,2,3,2,2,3,2,3,,94,5,1,3,2,4,3,2,3,2,4,2,1,1,2,2,2,1,0,0,44,3,1,1001200,309,27,5,1,0,27,09/25/1990,F,Black,No,Yes,12,,,L,025,047,164,199,2,30,0,K,020,037,153,182,1,20,0
3,2,2,5,1,1995,24,18,1,2001,12,6,2,3,2,2,3,2,3,,94,5,1,3,2,4,3,2,3,2,4,2,1,1,2,2,2,1,0,0,44,3,1,1001760,309,27,5,1,0,27,10/04/1990,M,Black,No,Yes,8,,,L,050,042,203,191,36,20,0,K,032,041,175,189,13,29,0
3,2,2,5,1,1995,24,18,1,2001,12,6,2,3,2,2,3,2,3,,94,5,1,3,2,4,3,2,3,2,4,2,1,1,2,2,2,1,0,0,44,3,1,1001520,309,27,5,1,0,27,08/06/1992,F,Black,No,Yes,5,,,L,048,057,200,212,31,47,0,K,043,043,193,192,33,33,0
3,2,2,5,1,1995,24,18,1,2001,12,6,2,3,2,2,3,2,3,,94,5,1,3,2,4,3,2,3,2,4,2,1,1,2,2,2,1,0,0,44,3,1,1001000,309,27,5,1,0,27,09/15/1990,M,Black,No,Yes,2,1,1,L,032,038,175,186,7,15,0,K,033,043,178,192,16,33,0
11,11,1,9,1,1992,26,,1,1999,25,,1,1,1,1,1,1,1,,40,60,0,4,4,2,4,3,4,4,4,4,3,2,2,2,2,1,0,0,37,4,0,1001660,309,27,5,0,,18,02/08/1990,M,Black,No,Yes,8,,,L,035,040,181,188,12,17,0,K,037,038,183,186,21,25,0
11,11,1,9,1,1992,26,,1,1999,25,,1,1,1,1,1,1,1,,40,60,0,4,4,2,4,3,4,4,4,4,3,2,2,2,2,1,0,0,37,4,0,1000970,309,27,5,0,,18,05/14/1991,F,Black,No,Yes,12.5,,,L,037,040,183,188,13,17,0,K,027,041,167,189,7,29,0
11,11,1,9,1,1992,26,,1,1999,25,,1,1,1,1,1,1,1,,40,60,0,4,4,2,4,3,4,4,4,4,3,2,2,2,2,1,0,0,37,4,0,1001640,309,27,5,0,,18,10/04/1991,F,Black,No,Yes,,,,L,057,067,212,225,47,63,0,K,042,054,191,208,30,57,0
11,11,1,9,1,1992,26,,1,1999,25,,1,1,1,1,1,1,1,,40,60,0,4,4,2,4,3,4,4,4,4,3,2,2,2,2,1,0,0,37,4,0,1000930,309,27,5,0,,18,10/10/1991,M,Black,No,Yes,8,,,L,040,067,188,225,18,63,0,K,030,052,171,204,10,51,0
11,11,1,9,1,1992,26,,1,1999,25,,1,1,1,1,1,1,1,,40,60,0,4,4,2,4,3,4,4,4,4,3,2,2,2,2,1,0,0,37,4,0,1001270,309,27,5,0,,18,12/22/1991,M,Black,No,Yes,3,,,L,035,046,181,196,12,26,0,K,033,044,178,194,16,36,0
11,11,1,9,1,1992,26,,1,1999,25,,1,1,1,1,1,1,1,,40,60,0,4,4,2,4,3,4,4,4,4,3,2,2,2,2,1,0,0,37,4,0,1001280,309,27,5,0,,18,11/23/1990,F,Black,No,Yes,4,,,L,040,042,188,191,18,20,0,K,035,033,181,176,19,14,0
11,11,1,9,1,1992,26,,1,1999,25,,1,1,1,1,1,1,1,,40,60,0,4,4,2,4,3,4,4,4,4,3,2,2,2,2,1,0,0,37,4,0,1001430,309,27,5,0,,18,01/30/1992,F,Black,No,Yes,9,,,L,042,046,191,196,21,26,0,K,042,048,191,200,30,45,0
11,11,1,9,1,1992,26,,1,1999,25,,1,1,1,1,1,1,1,,40,60,0,4,4,2,4,3,4,4,4,4,3,2,2,2,2,1,0,0,37,4,0,1001010,309,27,5,0,,18,08/17/1991,F,Black,No,Yes,5,,,L,035,043,181,193,12,22,0,K,030,037,171,182,10,20,0
11,11,1,9,1,1992,26,,1,1999,25,,1,1,1,1,1,1,1,,40,60,0,4,4,2,4,3,4,4,4,4,3,2,2,2,2,1,0,0,37,4,0,1001190,309,27,5,0,,18,05/23/1992,M,Black,No,Yes,5,,,L,040,047,188,199,18,30,0,K,033,027,178,166,16,5,0
11,11,1,9,1,1992,26,,1,1999,25,,1,1,1,1,1,1,1,,40,60,0,4,4,2,4,3,4,4,4,4,3,2,2,2,2,1,0,0,37,4,0,1001670,309,27,5,0,,18,04/04/1991,F,Black,No,Yes,2,,,L,023,042,161,191,1,20,0,K,023,028,160,169,3,8,0
11,11,1,9,1,1992,26,,1,1999,25,,1,1,1,1,1,1,1,,40,60,0,4,4,2,4,3,4,4,4,4,3,2,2,2,2,1,0,0,37,4,0,1001560,309,27,5,0,,18,11/16/1991,F,Black,No,Yes,10,2,4,L,032,030,175,172,7,5,0,K,033,025,178,160,16,2,0
11,11,1,9,1,1992,26,,1,1999,25,,1,1,1,1,1,1,1,,40,60,0,4,4,2,4,3,4,4,4,4,3,2,2,2,2,1,0,0,37,4,0,1127970,309,27,5,0,,18,03/04/1992,F,Black,No,Yes,14,,,L,033,034,178,178,9,9,0,K,032,031,175,173,13,11,0
11,11,1,9,1,1992,26,,1,1999,25,,1,1,1,1,1,1,1,,40,60,0,4,4,2,4,3,4,4,4,4,3,2,2,2,2,1,0,0,37,4,0,1001700,309,27,5,0,,18,02/05/1991,M,Black,No,Yes,7,,,L,033,046,178,196,9,26,0,K,027,044,167,194,7,36,0
11,11,1,9,1,1992,26,,1,1999,25,,1,1,1,1,1,1,1,,40,60,0,4,4,2,4,3,4,4,4,4,3,2,2,2,2,1,0,0,37,4,0,1000950,309,27,5,0,,18,12/31/1991,F,Black,No,Yes,,,,L,037,040,183,188,13,17,0,K,042,026,191,163,30,3,0
11,11,1,9,1,1992,26,,1,1999,25,,1,1,1,1,1,1,1,,40,60,0,4,4,2,4,3,4,4,4,4,3,2,2,2,2,1,0,0,37,4,0,1001330,309,27,5,0,,18,08/31/1992,F,Black,No,Yes,,,,L,050,062,203,218,36,55,0,K,055,048,210,200,57,45,0
11,11,1,9,1,1992,26,,1,1999,25,,1,1,1,1,1,1,1,,40,60,0,4,4,2,4,3,4,4,4,4,3,2,2,2,2,1,0,0,37,4,0,1128120,309,27,5,0,,18,07/08/1991,F,Black,No,Yes,6,,,L,028,033,168,175,4,7,0,K,032,041,175,189,13,29,0
11,11,1,9,1,1992,26,,1,1999,25,,1,1,1,1,1,1,1,,40,60,0,4,4,2,4,3,4,4,4,4,3,2,2,2,2,1,0,0,37,4,0,1001620,309,27,5,0,,18,01/20/1992,M,Black,No,Yes,6,,,L,028,046,168,196,4,26,0,K,023,043,160,192,3,33,0
11,11,1,9,1,1992,26,,1,1999,25,,1,1,1,1,1,1,1,,40,60,0,4,4,2,4,3,4,4,4,4,3,2,2,2,2,1,0,0,37,4,0,1001510,309,27,5,0,,18,08/24/1992,F,Black,No,Yes,18,,,L,039,033,186,175,16,7,0,K,035,038,181,186,19,25,0
11,11,1,9,1,1992,26,,1,1999,25,,1,1,1,1,1,1,1,,40,60,0,4,4,2,4,3,4,4,4,4,3,2,2,2,2,1,0,0,37,4,0,1001650,309,27,5,0,,18,01/08/1992,M,Black,No,No,14.5,,,L,039,049,186,202,16,33,0,K,033,038,178,186,16,25,0
11,11,1,9,1,1992,26,,1,1999,25,,1,1,1,1,1,1,1,,40,60,0,4,4,2,4,3,4,4,4,4,3,2,2,2,2,1,0,0,37,4,0,1001170,309,27,5,0,,18,09/01/1991,F,Black,No,Yes,3.5,,,L,037,042,183,191,13,20,0,K,025,038,164,186,5,25,0
1,1,1,4,1,2001,27,19,2,,,,1,,,,,,,,90,7,3,4,5,4,3,4,2,3,3,3,1,2,2,2,2,0,1,0,24,5,1,1132340,306,24,3,1,0,17,01/26/1993,M,Black,,Yes,15.5,,,L,019,025,152,160,5,11,0,K,014,019,140,151,2,11,0
1,1,1,4,1,2001,27,19,2,,,,1,,,,,,,,90,7,3,4,5,4,3,4,2,3,3,3,1,2,2,2,2,0,1,0,24,5,1,1001940,306,24,3,1,0,17,05/11/1994,M,Black,,Yes,2,,,L,043,045,192,195,61,67,0,K,040,034,188,178,72,60,0
1,1,1,4,1,2001,27,19,2,,,,1,,,,,,,,90,7,3,4,5,4,3,4,2,3,3,3,1,2,2,2,2,0,1,0,24,5,1,1001920,306,24,3,1,0,17,09/17/1993,M,Black,,Yes,1,,,L,029,038,169,185,22,50,0,K,021,017,155,149,16,9,0
1,1,1,4,1,2001,27,19,2,,,,1,,,,,,,,90,7,3,4,5,4,3,4,2,3,3,3,1,2,2,2,2,0,1,0,24,5,1,1001860,306,24,3,1,0,17,03/01/1994,F,Black,,Yes,0,,,L,023,032,160,174,12,30,0,K,017,025,148,161,8,25,0
1,1,1,4,1,2001,27,19,2,,,,1,,,,,,,,90,7,3,4,5,4,3,4,2,3,3,3,1,2,2,2,2,0,1,0,24,5,1,1001930,306,24,3,1,0,17,05/24/1994,F,Asian/PI/Missing,,,6,,,L,032,030,176,172,33,26,0,K,027,026,167,165,36,32,0
1,1,1,4,1,2001,27,19,2,,,,1,,,,,,,,90,7,3,4,5,4,3,4,2,3,3,3,1,2,2,2,2,0,1,0,24,5,1,1001910,306,24,3,1,0,17,07/31/1994,M,Black,,Yes,17,,,L,020,020,154,153,6,5,0,K,011,016,133,146,1,6,0
1,1,1,4,1,2001,27,19,2,,,,1,,,,,,,,90,7,3,4,5,4,3,4,2,3,3,3,1,2,2,2,2,0,1,0,24,5,1,1001880,306,24,3,1,0,17,11/25/1993,M,Black,,Yes,13,,,L,035,026,180,162,40,13,0,K,027,022,167,155,36,15,0
14,14,12,20,1,1980,28,20,1,1994,28,,1,,2,1,2,2,1,1,75,20,5,5,3,4,5,3,2,2,2,3,1,1,1,2,2,1,0,0,43,6,0,1002000,306,24,3,0,0,16,09/28/1992,F,Black,No,Yes,7,,,L,016,024,146,158,2,9,0,K, K7,014,128,143,1,4,0
14,14,12,20,1,1980,28,20,1,1994,28,,1,,2,1,2,2,1,1,75,20,5,5,3,4,5,3,2,2,2,3,1,1,1,2,2,1,0,0,43,6,0,1001960,306,24,3,0,0,16,12/15/1993,M,Black,,Yes,15.5,,,L,026,032,165,174,17,30,0,K,021,026,155,163,16,28,0
14,14,12,20,1,1980,28,20,1,1994,28,,1,,2,1,2,2,1,1,75,20,5,5,3,4,5,3,2,2,2,3,1,1,1,2,2,1,0,0,43,6,0,1128310,306,24,3,0,0,16,01/01/1900,M,Black,,Yes,8,,,L,033,032,178,174,37,30,0,K,024,026,162,163,27,28,0
14,14,12,20,1,1980,28,20,1,1994,28,,1,,2,1,2,2,1,1,75,20,5,5,3,4,5,3,2,2,2,3,1,1,1,2,2,1,0,0,43,6,0,1001820,306,24,3,0,0,16,08/07/1994,M,Black,,Yes,,,,L,017,027,148,166,45,87,0,K,016,024,146,159,6,21,0
14,14,12,20,1,1980,28,20,1,1994,28,,1,,2,1,2,2,1,1,75,20,5,5,3,4,5,3,2,2,2,3,1,1,1,2,2,1,0,0,43,6,0,1128300,306,24,3,0,0,16,01/01/1900,M,Black,,Yes,28.5,,,L,019,013,152,141,5,1,0,K,019,014,152,143,12,4,0
2,2,2,0,1,2001,12,,1,2001,12,,1,1,1,2,1,2,2,,80,5,15,3,2,2,2,3,3,2,2,2,2,2,2,2,2,0,1,0,24,7,1,1033190,614,8,3,1,1,34,01/14/1994,F,White,Yes,Yes,6,,,A, 5.5, 5.3,206,206,73,72,1,A,, 3.4,,182,,56,1
2,2,2,0,1,2001,12,,1,2001,12,,1,1,1,2,1,2,2,,80,5,15,3,2,2,2,3,3,2,2,2,2,2,2,2,2,0,1,0,24,7,1,1033040,614,8,3,1,1,34,04/15/1994,M,White,Yes,Yes,7,,,A, 4.0, 6.5,190,218,53,83,1,A,, 2.9,,172,,41,1
2,2,2,0,1,2001,12,,1,2001,12,,1,1,1,2,1,2,2,,80,5,15,3,2,2,2,3,3,2,2,2,2,2,2,2,2,0,1,0,24,7,1,1032900,614,8,3,1,1,34,08/12/1994,F,White,Yes,Yes,1,,,A, 4.0, 5.3,190,206,53,72,1,A,, 3.4,,182,,56,1
2,2,2,0,1,2001,12,,1,2001,12,,1,1,1,2,1,2,2,,80,5,15,3,2,2,2,3,3,2,2,2,2,2,2,2,2,0,1,0,24,7,1,1033000,614,8,3,1,1,34,02/19/1993,M,White,Yes,Yes,8,,,A, 6.1, 4.8,212,201,79,65,1,A,, 3.4,,182,,56,1
2,2,2,0,1,2001,12,,1,2001,12,,1,1,1,2,1,2,2,,80,5,15,3,2,2,2,3,3,2,2,2,2,2,2,2,2,0,1,0,24,7,1,1032930,614,8,3,1,1,34,05/24/1994,F,White,Yes,Yes,0,,,A, 4.8, 8.8,199,233,66,92,1,A,, 3.7,,187,,65,1
2,2,2,0,1,2001,12,,1,2001,12,,1,1,1,2,1,2,2,,80,5,15,3,2,2,2,3,3,2,2,2,2,2,2,2,2,0,1,0,24,7,1,1032940,614,8,3,1,1,34,08/01/1994,M,White,Yes,Yes,0,,,A, 4.0, 7.4,190,225,53,88,1,A,, 3.7,,187,,65,1
2,2,2,0,1,2001,12,,1,2001,12,,1,1,1,2,1,2,2,,80,5,15,3,2,2,2,3,3,2,2,2,2,2,2,2,2,0,1,0,24,7,1,1123850,614,8,3,1,1,34,08/21/1994,F,White,Yes,Yes,0,,,A,10.0, 5.8,297,212,99,78,1,A,10.0, 2.4,245,163,98,28,1
2,2,2,0,1,2001,12,,1,2001,12,,1,1,1,2,1,2,2,,80,5,15,3,2,2,2,3,3,2,2,2,2,2,2,2,2,0,1,0,24,7,1,1033170,614,8,3,1,1,34,12/12/1993,M,White,Yes,Yes,1,,,A, 4.3, 3.1,193,176,57,33,1,A,, 3.2,,177,,49,1
2,2,2,0,1,2001,12,,1,2001,12,,1,1,1,2,1,2,2,,80,5,15,3,2,2,2,3,3,2,2,2,2,2,2,2,2,0,1,0,24,7,1,1032860,614,8,3,1,1,34,05/26/1994,F,White,Yes,Yes,5,,,A, 4.8, 4.8,199,201,66,65,1,A,, 4.6,,199,,78,1
2,2,2,0,1,2001,12,,1,2001,12,,1,1,1,2,1,2,2,,80,5,15,3,2,2,2,3,3,2,2,2,2,2,2,2,2,0,1,0,24,7,1,1032890,614,8,3,1,1,34,08/20/1993,F,White,Yes,Yes,0,,,A, 4.3, 2.9,193,171,57,27,1,A,, 3.7,,187,,65,1
2,2,2,0,1,2001,12,,1,2001,12,,1,1,1,2,1,2,2,,80,5,15,3,2,2,2,3,3,2,2,2,2,2,2,2,2,0,1,0,24,7,1,1032810,614,8,3,1,1,34,10/09/1993,M,White,Yes,Yes,4,,,A, 5.1, 5.3,202,206,69,72,1,A,, 5.2,,205,,84,1
2,2,2,0,1,2001,12,,1,2001,12,,1,1,1,2,1,2,2,,80,5,15,3,2,2,2,3,3,2,2,2,2,2,2,2,2,0,1,0,24,7,1,1123890,614,8,3,1,1,34,08/25/1993,M,White,Yes,Yes,15,,,A, 5.5, 7.4,206,225,73,88,1,A,, 3.2,,177,,49,1
2,2,2,0,1,2001,12,,1,2001,12,,1,1,1,2,1,2,2,,80,5,15,3,2,2,2,3,3,2,2,2,2,2,2,2,2,0,1,0,24,7,1,1032840,614,8,3,1,1,34,06/10/1994,M,White,Yes,Yes,6,,,A, 5.1, 5.3,202,206,69,72,1,A,, 3.2,,177,,49,1
2,2,2,0,1,2001,12,,1,2001,12,,1,1,1,2,1,2,2,,80,5,15,3,2,2,2,3,3,2,2,2,2,2,2,2,2,0,1,0,24,7,1,1032910,614,8,3,1,1,34,05/07/1994,F,White,Yes,Yes,0,,,A, 6.4, 4.8,216,201,82,65,1,A,, 2.6,,167,,34,1
2,2,2,0,1,2001,12,,1,2001,12,,1,1,1,2,1,2,2,,80,5,15,3,2,2,2,3,3,2,2,2,2,2,2,2,2,0,1,0,24,7,1,1033720,614,8,3,1,1,34,08/07/1993,M,White,Yes,Yes,1,,,A, 4.6, 5.8,196,212,62,78,1,A,, 5.2,,205,,84,1
2,2,2,0,1,2001,12,,1,2001,12,,1,1,1,2,1,2,2,,80,5,15,3,2,2,2,3,3,2,2,2,2,2,2,2,2,0,1,0,24,7,1,1033140,614,8,3,1,1,34,01/17/1993,F,White,Yes,Yes,2,,,A, 8.8, 8.8,237,233,94,92,1,A, 5.9, 6.8,210,221,83,93,1
2,2,2,0,1,2001,12,,1,2001,12,,1,1,1,2,1,2,2,,80,5,15,3,2,2,2,3,3,2,2,2,2,2,2,2,2,0,1,0,24,7,1,1033200,614,8,3,1,1,34,01/02/1994,F,White,Yes,Yes,0,,,A, 7.6, 4.8,228,201,90,65,1,A,, 5.9,,213,,90,1
2,2,2,0,1,2001,12,,1,2001,12,,1,1,1,2,1,2,2,,80,5,15,3,2,2,2,3,3,2,2,2,2,2,2,2,2,0,1,0,24,7,1,1033060,614,8,3,1,1,34,04/07/1994,M,White,Yes,Yes,0,,,A, 8.8, 3.4,237,181,94,39,1,A,, 3.4,,182,,56,1
2,2,2,0,1,2001,12,,1,2001,12,,1,1,1,2,1,2,2,,80,5,15,3,2,2,2,3,3,2,2,2,2,2,2,2,2,0,1,0,24,7,1,1032960,614,8,3,1,1,34,10/07/1993,F,White,Yes,Yes,,,,A, 3.5, 3.9,183,190,44,52,1,A, 5.4, 5.2,205,205,78,84,1
2,2,2,20,1,1996,36,2,2,,,,2,3,2,2,3,2,2,,80,10,10,3,2,5,4,3,2,2,3,2,2,1,2,1,1,0,0,1,29,8,0,1033270,614,8,3,0,1,26,04/12/1993,M,White,Yes,Yes,0,,,A, 3.5, 3.1,183,176,44,33,1,A, 2.1, 2.9,164,172,25,41,1
2,2,2,20,1,1996,36,2,2,,,,2,3,2,2,3,2,2,,80,10,10,3,2,5,4,3,2,2,3,2,2,1,2,1,1,0,0,1,29,8,0,1123900,614,8,3,0,1,26,03/08/1994,F,White,Yes,Yes,7,,,A, 2.7, 2.6,173,166,29,22,1,A, 4.1, 2.9,191,172,62,41,1
2,2,2,20,1,1996,36,2,2,,,,2,3,2,2,3,2,2,,80,10,10,3,2,5,4,3,2,2,3,2,2,1,2,1,1,0,0,1,29,8,0,1033450,614,8,3,0,1,26,03/04/1993,F,White,Yes,Yes,3,,,A, 4.0, 4.8,190,201,53,65,1,A, 3.5, 2.9,184,172,58,41,1
2,2,2,20,1,1996,36,2,2,,,,2,3,2,2,3,2,2,,80,10,10,3,2,5,4,3,2,2,3,2,2,1,2,1,1,0,0,1,29,8,0,1033470,614,8,3,0,1,26,08/18/1994,M,White,Yes,Yes,1,,,A, 3.5, 4.8,183,201,44,65,1,A, 2.7, 4.1,174,193,40,72,1
2,2,2,20,1,1996,36,2,2,,,,2,3,2,2,3,2,2,,80,10,10,3,2,5,4,3,2,2,3,2,2,1,2,1,1,0,0,1,29,8,0,1033520,614,8,3,0,1,26,06/26/1993,F,White,Yes,Yes,1,,,A, 8.8, 6.5,237,218,94,83,1,A,10.0, 5.9,275,213,99,90,1
2,2,2,20,1,1996,36,2,2,,,,2,3,2,2,3,2,2,,80,10,10,3,2,5,4,3,2,2,3,2,2,1,2,1,1,0,0,1,29,8,0,1033220,614,8,3,0,1,26,05/31/1994,F,White,Yes,Yes,0,,,A, 7.6, 5.3,228,206,90,72,1,A, 7.1, 3.2,224,177,92,49,1
2,2,2,20,1,1996,36,2,2,,,,2,3,2,2,3,2,2,,80,10,10,3,2,5,4,3,2,2,3,2,2,1,2,1,1,0,0,1,29,8,0,1033590,614,8,3,0,1,26,07/24/1994,F,White,Yes,Yes,3,,,A, 8.1, 7.4,232,225,92,88,1,A, 5.4, 5.9,205,213,78,90,1
2,2,2,20,1,1996,36,2,2,,,,2,3,2,2,3,2,2,,80,10,10,3,2,5,4,3,2,2,3,2,2,1,2,1,1,0,0,1,29,8,0,1033240,614,8,3,0,1,26,03/07/1993,F,White,Yes,Yes,5,,,A, 8.8,10.0,237,266,94,99,1,A, 4.1, 2.4,191,163,62,28,1
2,2,2,20,1,1996,36,2,2,,,,2,3,2,2,3,2,2,,80,10,10,3,2,5,4,3,2,2,3,2,2,1,2,1,1,0,0,1,29,8,0,1033380,614,8,3,0,1,26,03/16/1994,F,White,Yes,Yes,7.1999998,,,A,10.0, 3.9,256,190,98,52,1,A, 6.5, 4.6,217,199,88,78,1
2,2,2,20,1,1996,36,2,2,,,,2,3,2,2,3,2,2,,80,10,10,3,2,5,4,3,2,2,3,2,2,1,2,1,1,0,0,1,29,8,0,1033350,614,8,3,0,1,26,01/26/1994,M,White,Yes,Yes,3,,,A, 3.2, 3.9,180,190,39,52,1,A, 4.1, 2.9,191,172,62,41,1
